pago_id,pedido_id,fecha_pago,importe,metodo_pago
1105,1166,"2022-04-30 05:22:00",375.90,tarjeta_regalo
1106,1167,"2022-10-13 06:44:00",278.92,transferencia
1107,1168,"2023-11-21 23:06:00",68.95,paypal
1108,1169,"2022-06-22 21:47:00",293.92,tarjeta_regalo
1109,1170,"2023-12-23 08:33:00",329.93,tarjeta_credito
1110,1171,"2022-11-12 18:01:00",208.92,tarjeta_credito
1111,1172,"2023-07-10 12:50:00",149.99,tarjeta_credito
1112,1173,"2022-08-28 14:15:00",299.94,paypal
1113,1174,"2023-12-04 20:17:00",21.99,paypal
1114,1175,"2022-05-24 22:04:00",95.97,tarjeta_regalo
1115,1177,"2023-06-04 02:39:00",18.99,tarjeta_regalo
1116,1178,"2022-09-05 08:57:00",143.97,paypal
1117,1179,"2022-08-27 08:10:00",144.95,tarjeta_regalo
1118,1180,"2023-09-15 17:59:00",488.91,transferencia
1119,1181,"2023-10-19 10:46:00",49.98,tarjeta_regalo
1120,1182,"2022-03-27 08:31:00",50.97,tarjeta_credito
1121,1183,"2023-03-10 01:05:00",202.91,tarjeta_regalo
1122,1184,"2023-08-18 07:40:00",17.99,tarjeta_credito
1123,1185,"2022-08-07 16:09:00",214.96,tarjeta_regalo
1124,1186,"2023-04-29 09:27:00",83.97,paypal
1125,1187,"2023-09-25 18:15:00",124.92,tarjeta_regalo
1126,1188,"2023-09-08 20:42:00",288.93,tarjeta_regalo
1127,1189,"2022-08-03 05:49:00",27.99,transferencia
1128,1190,"2022-06-30 03:25:00",57.96,tarjeta_credito
1129,1191,"2023-03-18 12:37:00",268.93,transferencia
1130,1192,"2023-07-20 15:01:00",94.98,transferencia
1131,1193,"2023-09-07 04:41:00",59.96,tarjeta_credito
1132,1194,"2023-02-21 17:38:00",150.95,tarjeta_regalo
1133,1195,"2022-04-12 10:32:00",121.98,tarjeta_regalo
1134,1196,"2023-10-24 21:07:00",110.97,tarjeta_regalo
1135,1197,"2021-09-11 03:44:00",68.96,paypal
1136,1198,"2021-10-07 06:11:00",199.98,transferencia
1137,1199,"2022-09-11 15:06:00",279.95,tarjeta_credito
1138,1200,"2023-05-02 19:56:00",39.99,tarjeta_credito
1139,1202,"2023-10-04 00:24:00",229.90,tarjeta_regalo
1140,1203,"2023-07-05 09:23:00",394.92,transferencia
1141,1204,"2023-03-02 02:54:00",61.96,tarjeta_regalo
1142,1205,"2022-03-09 03:27:00",28.98,paypal
1143,1206,"2022-11-01 01:44:00",519.96,tarjeta_regalo
1144,1207,"2023-07-10 01:53:00",121.92,tarjeta_regalo
1145,1208,"2023-10-13 05:48:00",363.90,tarjeta_credito
1146,1209,"2023-01-20 15:56:00",225.94,tarjeta_credito
1147,1210,"2022-12-13 15:23:00",53.97,transferencia
1148,1211,"2023-06-11 13:29:00",17.99,transferencia
1149,1212,"2023-04-22 23:28:00",582.90,transferencia
1150,1213,"2023-06-17 19:42:00",411.91,tarjeta_credito
1151,1214,"2023-10-18 21:45:00",104.97,tarjeta_credito
1152,1215,"2023-09-28 18:34:00",79.99,tarjeta_regalo
1153,1216,"2023-05-23 05:31:00",29.97,paypal
1154,1217,"2021-12-19 19:55:00",29.97,transferencia
1155,1218,"2023-07-25 15:55:00",89.98,tarjeta_regalo
1156,1219,"2023-11-13 05:37:00",762.94,transferencia
1157,1220,"2023-12-10 13:37:00",329.98,tarjeta_regalo
1158,1221,"2023-03-24 07:51:00",265.93,paypal
1159,1223,"2022-05-01 03:55:00",384.95,transferencia
1160,1224,"2023-10-20 21:25:00",37.98,transferencia
1161,1225,"2023-07-05 18:48:00",167.94,paypal
1162,1227,"2023-12-06 19:01:00",111.96,tarjeta_credito
1163,1230,"2023-12-04 00:03:00",79.94,transferencia
1164,1231,"2022-07-07 02:22:00",206.93,tarjeta_credito
1165,1232,"2023-10-20 09:17:00",50.97,paypal
1166,1233,"2022-12-02 16:00:00",141.96,tarjeta_regalo
1167,1234,"2023-06-15 04:16:00",442.91,paypal
1168,1235,"2022-12-08 08:55:00",554.91,tarjeta_credito
1169,1236,"2023-08-30 02:41:00",179.95,transferencia
1170,1237,"2022-11-20 20:29:00",428.91,tarjeta_credito
1171,1238,"2023-09-06 15:40:00",53.97,tarjeta_credito
1172,1239,"2022-02-13 21:10:00",300.93,transferencia
1173,1240,"2021-11-01 15:45:00",200.90,tarjeta_credito
1174,1241,"2023-06-16 21:53:00",296.96,tarjeta_regalo
1175,1242,"2023-08-23 17:16:00",859.92,paypal
1176,1243,"2023-12-14 07:41:00",218.97,tarjeta_credito
1177,1244,"2022-12-05 08:08:00",44.97,paypal
1178,1245,"2022-11-29 03:22:00",53.96,tarjeta_credito
1179,1246,"2023-06-04 17:59:00",16.99,paypal
1180,1247,"2023-07-12 14:42:00",289.91,transferencia
1181,1248,"2023-07-07 05:41:00",419.97,paypal
1182,1249,"2023-03-19 00:50:00",69.99,tarjeta_credito
1183,1250,"2023-07-26 13:01:00",89.98,tarjeta_credito
1184,1251,"2023-08-14 22:11:00",269.95,transferencia
1185,1252,"2023-05-20 17:39:00",73.95,transferencia
1186,1253,"2023-12-11 11:08:00",316.94,transferencia
1187,1254,"2023-04-25 05:37:00",562.89,paypal
1188,1255,"2022-02-26 09:00:00",111.98,tarjeta_credito
1189,1256,"2023-09-03 00:08:00",544.95,tarjeta_regalo
1190,1257,"2023-11-14 08:08:00",238.93,tarjeta_credito
1191,1260,"2023-02-10 20:40:00",84.96,tarjeta_regalo
1192,1261,"2023-07-03 12:07:00",179.98,tarjeta_regalo
1193,1262,"2021-08-13 15:42:00",89.98,tarjeta_regalo
1194,1263,"2023-12-12 04:51:00",722.93,tarjeta_credito
1195,1264,"2022-06-30 17:30:00",79.98,tarjeta_regalo
1196,1265,"2023-01-11 01:48:00",629.96,paypal
1197,1266,"2023-11-13 02:52:00",634.95,tarjeta_regalo
1198,1267,"2023-07-09 16:04:00",25.98,paypal
1199,1268,"2022-06-21 13:41:00",238.92,tarjeta_regalo
1200,1269,"2023-10-12 20:50:00",247.94,tarjeta_regalo
1201,1270,"2023-10-10 09:32:00",250.92,paypal
1202,1271,"2023-05-22 09:15:00",867.91,tarjeta_credito
1203,1272,"2023-09-25 02:51:00",368.95,transferencia
1204,1273,"2021-11-11 11:36:00",29.97,paypal
1205,1274,"2023-05-19 14:18:00",45.98,tarjeta_credito
1206,1275,"2023-09-08 13:14:00",196.92,tarjeta_credito
1207,1276,"2023-05-29 08:38:00",384.93,tarjeta_regalo
1208,1277,"2023-09-22 02:12:00",134.95,transferencia
1209,1278,"2022-11-22 21:03:00",459.96,tarjeta_regalo
1210,1279,"2023-08-15 21:54:00",35.98,tarjeta_regalo
1211,1280,"2022-01-13 21:20:00",115.93,tarjeta_regalo
1212,1281,"2022-09-21 17:49:00",134.93,tarjeta_regalo
1213,1282,"2023-08-26 04:22:00",173.94,tarjeta_regalo
1214,1283,"2023-09-07 03:18:00",116.94,tarjeta_regalo
1215,1284,"2023-08-22 01:32:00",56.97,tarjeta_regalo
1216,1285,"2023-12-28 22:45:00",176.92,transferencia
1217,1286,"2023-09-05 00:44:00",238.92,tarjeta_regalo
1218,1287,"2023-05-31 23:16:00",389.95,transferencia
1219,1288,"2023-08-01 06:23:00",41.97,transferencia
1220,1289,"2023-08-25 00:08:00",63.96,tarjeta_regalo
1221,1290,"2021-09-28 19:08:00",34.99,transferencia
1222,1291,"2023-12-02 10:10:00",222.96,paypal
1223,1292,"2022-11-29 10:28:00",299.91,tarjeta_credito
1224,1293,"2023-06-26 15:38:00",79.98,transferencia
1225,1294,"2022-12-14 13:07:00",673.89,paypal
1226,1295,"2023-04-10 16:49:00",247.92,transferencia
1227,1296,"2023-01-26 23:07:00",77.97,tarjeta_credito
1228,1297,"2023-12-03 19:56:00",91.96,tarjeta_credito
1229,1298,"2022-08-16 01:44:00",106.94,tarjeta_credito
1230,1299,"2023-07-02 22:43:00",364.96,tarjeta_credito
1231,1300,"2023-06-19 01:54:00",149.99,tarjeta_credito
1232,1301,"2022-05-16 22:32:00",73.97,paypal
1233,1302,"2022-04-04 05:41:00",176.94,tarjeta_credito
1234,1303,"2022-06-27 00:44:00",158.97,paypal
1235,1304,"2023-06-08 08:52:00",134.97,tarjeta_regalo
1236,1305,"2021-12-09 14:17:00",69.98,tarjeta_credito
1237,1306,"2022-06-19 15:22:00",314.96,tarjeta_regalo
1238,1307,"2022-12-17 23:14:00",294.95,paypal
1239,1308,"2023-04-30 14:10:00",44.97,tarjeta_regalo
1240,1309,"2023-04-20 17:52:00",49.98,tarjeta_credito
1241,1310,"2023-11-29 08:59:00",249.91,tarjeta_credito
1242,1311,"2022-03-17 15:51:00",35.98,tarjeta_credito
1243,1312,"2021-09-29 15:46:00",216.95,tarjeta_credito
1244,1313,"2023-01-10 22:08:00",45.98,tarjeta_regalo
1245,1314,"2023-09-11 12:47:00",925.95,tarjeta_regalo
1246,1315,"2022-07-14 09:05:00",759.90,transferencia
1247,1316,"2023-05-28 03:21:00",336.92,tarjeta_credito
1248,1317,"2022-05-12 17:32:00",549.95,paypal
1249,1318,"2022-03-04 10:07:00",258.93,tarjeta_regalo
1250,1319,"2023-08-17 06:24:00",155.93,paypal
1251,1320,"2023-09-16 04:19:00",611.95,tarjeta_regalo
1252,1321,"2021-05-28 11:55:00",119.93,tarjeta_credito
1253,1322,"2023-04-02 09:53:00",339.94,paypal
1254,1323,"2022-12-15 17:46:00",191.94,tarjeta_credito
1255,1324,"2022-05-17 17:04:00",300.94,tarjeta_regalo
1256,1325,"2023-12-26 12:19:00",250.92,transferencia
1257,1326,"2023-12-07 12:45:00",289.96,tarjeta_credito
1258,1327,"2023-07-07 00:21:00",575.95,tarjeta_regalo
1259,1328,"2023-03-02 08:58:00",35.98,tarjeta_credito
1260,1329,"2023-05-09 14:57:00",132.93,tarjeta_regalo
1261,1330,"2023-03-18 15:04:00",499.96,tarjeta_regalo
1262,1331,"2023-10-12 12:32:00",577.93,tarjeta_credito
1263,1332,"2021-11-09 17:05:00",100.95,paypal
1264,1333,"2022-10-23 15:17:00",119.97,tarjeta_credito
1265,1334,"2023-08-08 04:34:00",19.99,tarjeta_regalo
1266,1335,"2023-12-16 03:32:00",200.90,tarjeta_credito
1267,1336,"2022-02-14 03:39:00",168.92,paypal
1268,1337,"2022-07-15 06:47:00",29.98,paypal
1269,1338,"2023-11-21 14:13:00",414.92,tarjeta_regalo
1270,1339,"2023-09-27 02:38:00",122.94,transferencia
1271,1340,"2023-01-30 04:44:00",1034.91,tarjeta_regalo
1272,1341,"2022-02-27 13:22:00",545.96,transferencia
1273,1342,"2023-10-30 07:27:00",299.95,tarjeta_credito
1274,1343,"2022-07-10 13:17:00",671.91,transferencia
1275,1344,"2023-06-02 23:38:00",194.94,tarjeta_regalo
1276,1345,"2023-12-05 23:36:00",216.96,transferencia
1277,1346,"2023-01-24 04:02:00",239.97,transferencia
1278,1347,"2022-08-03 11:11:00",813.89,tarjeta_regalo
1279,1348,"2023-06-16 22:49:00",351.92,tarjeta_regalo
1280,1349,"2023-12-13 05:19:00",80.97,transferencia
1281,1350,"2022-11-03 13:04:00",228.95,tarjeta_regalo
1282,1351,"2023-11-02 09:47:00",1006.92,paypal
1283,1352,"2023-02-04 18:44:00",282.97,paypal
1284,1353,"2023-03-25 19:46:00",619.97,tarjeta_regalo
1285,1354,"2023-10-26 15:12:00",110.94,paypal
1286,1355,"2023-05-25 10:22:00",144.96,tarjeta_regalo
1287,1356,"2023-01-29 18:44:00",73.95,transferencia
1288,1357,"2023-03-26 12:39:00",133.93,paypal
1289,1358,"2023-08-03 18:19:00",109.98,tarjeta_regalo
1290,1359,"2023-03-04 23:25:00",189.96,transferencia
1291,1360,"2021-08-31 03:21:00",74.97,tarjeta_credito
1292,1361,"2021-11-09 09:55:00",276.91,transferencia
1293,1362,"2023-09-02 00:34:00",74.94,paypal
1294,1363,"2022-04-26 21:05:00",490.94,paypal
1295,1364,"2022-06-29 14:10:00",105.95,tarjeta_regalo
1296,1365,"2021-10-15 12:49:00",200.94,paypal
1297,1366,"2023-09-10 16:50:00",354.94,paypal
1298,1367,"2021-10-14 22:25:00",81.97,transferencia
1299,1368,"2023-08-30 02:00:00",151.95,tarjeta_regalo
1300,1369,"2022-09-10 12:28:00",180.93,transferencia
1301,1370,"2023-06-03 22:40:00",332.93,tarjeta_credito
1302,1371,"2023-05-22 22:32:00",168.93,paypal
1303,1372,"2023-02-21 07:15:00",305.95,paypal
1304,1373,"2022-03-14 12:33:00",100.97,tarjeta_regalo
1305,1374,"2023-05-09 10:15:00",194.97,tarjeta_regalo
1306,1375,"2023-08-29 17:20:00",144.94,transferencia
1307,1376,"2023-04-22 15:04:00",354.90,transferencia
1308,1377,"2022-10-19 20:06:00",240.96,tarjeta_credito
1309,1378,"2023-09-22 17:58:00",1214.91,tarjeta_regalo
1310,1379,"2023-09-19 16:18:00",35.98,transferencia
1311,1380,"2023-01-14 06:41:00",119.96,tarjeta_credito
1312,1381,"2021-06-01 18:34:00",427.94,transferencia
1313,1382,"2023-08-04 20:09:00",147.93,paypal
1314,1383,"2023-06-11 06:41:00",70.97,tarjeta_regalo
1315,1384,"2023-06-30 09:32:00",82.97,transferencia
1316,1385,"2023-09-04 18:01:00",574.89,tarjeta_regalo
1317,1386,"2023-02-28 07:53:00",579.94,paypal
1318,1387,"2022-09-22 02:17:00",97.95,tarjeta_credito
1319,1388,"2022-11-06 19:46:00",79.98,transferencia
1320,1389,"2023-03-05 03:21:00",273.92,tarjeta_regalo
1321,1390,"2023-04-04 16:16:00",110.97,tarjeta_credito
1322,1391,"2023-01-29 07:03:00",251.90,tarjeta_credito
1323,1392,"2023-08-14 00:38:00",249.95,tarjeta_regalo
1324,1393,"2023-12-02 17:37:00",594.93,tarjeta_credito
1325,1394,"2023-05-27 07:13:00",141.95,paypal
1326,1395,"2023-07-01 10:42:00",289.95,tarjeta_credito
1327,1396,"2023-05-24 15:56:00",1016.92,tarjeta_credito
1328,1397,"2021-08-07 01:27:00",44.97,tarjeta_credito
1329,1398,"2022-09-20 16:23:00",403.92,transferencia
1330,1399,"2022-04-24 21:00:00",181.96,tarjeta_regalo
1331,1400,"2022-02-27 00:16:00",398.90,tarjeta_credito
1332,1401,"2023-06-23 16:19:00",33.98,tarjeta_regalo
1333,1402,"2022-12-11 06:53:00",109.98,tarjeta_regalo
1334,1403,"2023-11-22 12:43:00",559.93,paypal
1335,1404,"2023-10-15 20:45:00",129.98,tarjeta_credito
1336,1405,"2022-10-31 18:30:00",158.94,tarjeta_regalo
1337,1406,"2023-04-13 06:47:00",549.96,paypal
1338,1407,"2023-06-06 11:46:00",897.93,tarjeta_regalo
1339,1408,"2023-09-14 00:36:00",47.97,tarjeta_credito
1340,1409,"2022-05-07 23:53:00",289.97,tarjeta_regalo
1341,1410,"2023-12-11 02:34:00",293.94,tarjeta_credito
1342,1411,"2023-08-17 17:01:00",712.90,paypal
1343,1412,"2023-09-08 14:29:00",12.99,transferencia
1344,1413,"2023-01-26 12:07:00",29.99,paypal
1345,1414,"2023-07-22 20:58:00",69.99,paypal
1346,1415,"2023-03-21 00:51:00",82.97,tarjeta_regalo
1347,1416,"2023-08-13 16:29:00",134.97,transferencia
1348,1417,"2023-05-28 10:34:00",251.94,transferencia
1349,1418,"2022-08-13 00:15:00",109.98,tarjeta_credito
1350,1420,"2023-05-30 07:21:00",569.89,paypal
1351,1421,"2023-09-01 00:19:00",195.91,paypal
1352,1422,"2023-05-31 23:22:00",80.97,paypal
1353,1424,"2021-08-15 04:48:00",16.99,paypal
1354,1425,"2023-10-22 03:47:00",31.98,tarjeta_regalo
1355,1426,"2022-08-10 04:30:00",67.97,tarjeta_credito
1356,1427,"2023-02-18 21:52:00",559.95,paypal
1357,1428,"2023-03-27 00:16:00",291.91,transferencia
1358,1429,"2023-12-26 20:48:00",49.98,tarjeta_regalo
1359,1431,"2021-12-20 07:10:00",225.97,transferencia
1360,1432,"2021-10-30 22:43:00",251.96,tarjeta_credito
1361,1433,"2023-06-21 19:17:00",656.95,transferencia
1362,1434,"2023-02-06 03:02:00",60.96,tarjeta_credito
1363,1435,"2022-10-17 16:41:00",104.97,tarjeta_credito
1364,1436,"2023-03-09 17:24:00",144.94,paypal
1365,1438,"2023-04-12 00:58:00",50.97,tarjeta_credito
1366,1439,"2023-09-18 08:50:00",1047.93,tarjeta_regalo
1367,1440,"2022-11-06 07:26:00",296.92,paypal
1368,1441,"2023-02-25 22:21:00",197.97,tarjeta_regalo
1369,1442,"2023-07-29 03:46:00",245.92,tarjeta_credito
1370,1443,"2023-01-02 21:47:00",169.95,transferencia
1371,1444,"2022-09-18 08:00:00",133.93,tarjeta_regalo
1372,1445,"2023-12-30 14:00:00",396.95,transferencia
1373,1446,"2023-09-30 15:02:00",289.95,paypal
1374,1447,"2022-07-28 05:12:00",209.97,transferencia
1375,1448,"2023-04-25 20:26:00",248.94,tarjeta_regalo
1376,1449,"2023-10-23 16:29:00",239.97,transferencia
1377,1450,"2023-12-21 07:05:00",33.98,transferencia
1378,1451,"2022-09-15 12:31:00",49.99,tarjeta_regalo
1379,1452,"2023-12-10 06:28:00",109.96,transferencia
1380,1454,"2023-04-27 10:10:00",146.93,tarjeta_credito
1381,1455,"2023-07-05 06:41:00",29.97,tarjeta_regalo
1382,1456,"2023-09-01 15:43:00",99.97,tarjeta_credito
1383,1457,"2021-05-13 01:04:00",627.96,paypal
1384,1458,"2023-04-10 14:38:00",457.94,transferencia
1385,1459,"2022-07-18 13:28:00",286.90,tarjeta_regalo
1386,1460,"2022-12-06 02:30:00",249.99,tarjeta_credito
1387,1461,"2023-11-03 17:46:00",340.94,paypal
1388,1462,"2023-05-04 05:37:00",869.92,tarjeta_regalo
1389,1463,"2022-07-25 16:10:00",279.96,tarjeta_credito
1390,1464,"2022-05-11 13:38:00",259.98,tarjeta_regalo
1391,1465,"2023-07-02 20:59:00",87.96,paypal
1392,1466,"2022-10-23 03:32:00",114.96,tarjeta_credito
1393,1467,"2023-10-31 03:59:00",323.94,tarjeta_regalo
1394,1468,"2023-06-19 00:28:00",181.92,transferencia
1395,1469,"2023-09-05 17:40:00",129.92,tarjeta_credito
1396,1470,"2023-07-22 15:31:00",419.97,tarjeta_regalo
1397,1471,"2022-11-03 22:11:00",89.98,tarjeta_credito
1398,1472,"2023-07-20 23:10:00",620.92,tarjeta_credito
1399,1473,"2023-07-07 14:00:00",253.92,transferencia
1400,1474,"2023-05-28 23:04:00",149.99,tarjeta_credito
1401,1475,"2022-10-14 00:44:00",149.97,transferencia
1402,1476,"2023-10-10 16:53:00",269.94,tarjeta_regalo
1403,1477,"2023-01-18 21:34:00",143.91,tarjeta_regalo
1404,1478,"2022-09-03 12:03:00",412.93,tarjeta_credito
1405,1479,"2023-02-25 05:51:00",359.98,paypal
1406,1480,"2023-12-11 07:23:00",246.93,transferencia
1407,1481,"2023-02-15 05:56:00",18.99,tarjeta_regalo
1408,1482,"2022-09-27 03:43:00",216.91,tarjeta_regalo
1409,1483,"2023-07-18 16:56:00",123.97,tarjeta_regalo
1410,1484,"2023-08-06 20:53:00",589.90,transferencia
1411,1485,"2023-05-18 19:59:00",338.95,paypal
1412,1486,"2023-07-26 00:57:00",543.93,paypal
1413,1487,"2023-09-02 13:08:00",749.97,tarjeta_regalo
1414,1488,"2022-10-09 05:07:00",547.94,paypal
1415,1489,"2023-11-07 14:02:00",204.95,paypal
1416,1490,"2023-09-10 01:14:00",55.98,tarjeta_regalo
1417,1491,"2022-06-11 10:06:00",899.97,tarjeta_credito
1418,1492,"2023-05-14 21:01:00",334.90,transferencia
1419,1494,"2022-09-11 22:34:00",12.99,tarjeta_regalo
1420,1495,"2022-10-10 13:05:00",221.92,tarjeta_regalo
1421,1497,"2022-10-26 12:42:00",68.97,tarjeta_credito
1422,1498,"2023-11-10 19:24:00",53.97,transferencia
1423,1499,"2022-12-16 14:25:00",119.97,paypal
1424,1500,"2022-02-19 12:40:00",188.94,transferencia
1425,1501,"2023-12-26 17:11:00",579.95,tarjeta_credito
1426,1502,"2023-05-21 09:39:00",154.95,paypal
1427,1503,"2023-04-02 12:39:00",45.98,tarjeta_credito
1428,1504,"2023-07-30 00:29:00",69.98,tarjeta_regalo
1429,1505,"2023-05-25 01:19:00",292.97,paypal
1430,1506,"2023-12-07 16:15:00",184.98,tarjeta_credito
1431,1507,"2021-11-04 08:16:00",139.94,tarjeta_regalo
1432,1508,"2021-05-20 16:54:00",401.95,transferencia
1433,1509,"2022-12-23 21:35:00",323.91,tarjeta_regalo
1434,1510,"2022-12-20 13:15:00",559.91,tarjeta_regalo
1435,1511,"2022-02-27 03:10:00",701.91,paypal
1436,1512,"2022-11-04 03:15:00",83.97,transferencia
1437,1513,"2022-09-14 08:25:00",53.97,paypal
1438,1514,"2022-04-07 07:06:00",347.95,transferencia
1439,1515,"2023-06-26 06:31:00",462.96,paypal
1440,1516,"2022-08-24 12:48:00",362.90,transferencia
1441,1517,"2023-11-01 01:52:00",934.96,tarjeta_credito
1442,1518,"2023-09-07 23:39:00",280.95,transferencia
1443,1519,"2023-10-11 03:58:00",319.95,paypal
1444,1520,"2023-03-19 05:31:00",454.94,transferencia
1445,1521,"2023-09-20 10:02:00",168.93,paypal
1446,1522,"2023-02-26 20:59:00",130.95,paypal
1447,1523,"2022-10-16 04:28:00",122.94,paypal
1448,1524,"2023-02-26 03:27:00",114.97,tarjeta_regalo
1449,1525,"2023-10-12 19:14:00",587.94,tarjeta_credito
1450,1526,"2022-03-07 12:19:00",65.97,tarjeta_regalo
1451,1527,"2022-03-05 03:57:00",539.95,paypal
1452,1528,"2023-10-01 01:44:00",104.97,tarjeta_regalo
1453,1529,"2022-11-14 00:03:00",269.97,tarjeta_regalo
1454,1530,"2022-08-24 16:38:00",22.99,tarjeta_regalo
1455,1531,"2023-05-02 00:03:00",427.95,transferencia
1456,1532,"2022-05-01 16:19:00",688.92,transferencia
1457,1533,"2021-10-15 09:49:00",499.90,transferencia
1458,1534,"2023-09-09 19:53:00",158.96,paypal
1459,1535,"2023-12-28 11:27:00",151.92,paypal
1460,1536,"2021-12-30 17:34:00",213.94,tarjeta_credito
1461,1537,"2022-04-15 17:41:00",717.95,tarjeta_credito
1462,1538,"2023-12-12 14:11:00",176.93,tarjeta_credito
1463,1539,"2023-05-10 21:08:00",163.94,tarjeta_credito
1464,1540,"2022-05-14 20:08:00",89.98,tarjeta_regalo
1465,1541,"2023-02-02 10:01:00",287.91,paypal
1466,1542,"2023-07-02 04:28:00",649.94,tarjeta_regalo
1467,1543,"2023-12-21 11:55:00",292.94,paypal
1468,1544,"2023-04-29 23:34:00",192.94,tarjeta_regalo
1469,1545,"2023-11-19 10:58:00",68.97,paypal
1470,1546,"2023-12-05 12:23:00",292.92,tarjeta_credito
1471,1547,"2023-08-04 02:51:00",121.94,paypal
1472,1548,"2023-10-17 21:55:00",89.99,tarjeta_regalo
1473,1549,"2023-11-19 10:33:00",236.94,paypal
1474,1550,"2022-07-23 13:05:00",269.95,tarjeta_regalo
1475,1551,"2023-03-04 21:24:00",159.93,tarjeta_credito
1476,1552,"2023-10-05 08:59:00",110.96,tarjeta_regalo
1477,1553,"2022-02-06 00:48:00",299.99,transferencia
1478,1554,"2023-06-02 07:29:00",49.98,transferencia
1479,1555,"2023-10-10 17:33:00",155.92,tarjeta_regalo
1480,1556,"2022-02-09 00:15:00",33.98,transferencia
1481,1557,"2023-01-04 05:02:00",78.97,paypal
1482,1558,"2022-03-26 22:31:00",333.97,tarjeta_credito
1483,1559,"2023-02-23 07:19:00",393.93,tarjeta_regalo
1484,1560,"2023-09-01 21:38:00",45.98,tarjeta_regalo
1485,1561,"2023-03-30 03:30:00",73.97,paypal
1486,1562,"2022-07-03 22:17:00",82.96,transferencia
1487,1563,"2023-10-07 03:35:00",353.96,tarjeta_credito
1488,1564,"2023-12-12 22:43:00",139.99,tarjeta_regalo
1489,1565,"2022-07-22 00:32:00",100.95,tarjeta_credito
1490,1566,"2023-02-13 01:30:00",374.93,tarjeta_credito
1491,1567,"2022-05-06 21:58:00",239.93,paypal
1492,1568,"2022-08-09 15:02:00",51.98,paypal
1493,1569,"2023-06-01 03:58:00",530.94,tarjeta_regalo
1494,1570,"2023-10-17 10:18:00",179.96,paypal
1495,1571,"2023-07-12 04:42:00",323.90,tarjeta_credito
1496,1572,"2023-03-09 03:17:00",9.99,tarjeta_regalo
1497,1573,"2023-06-30 09:34:00",149.96,tarjeta_credito
1498,1574,"2022-10-07 05:43:00",53.97,tarjeta_credito
1499,1575,"2022-09-04 06:47:00",1549.91,tarjeta_credito
1500,1576,"2022-03-18 09:41:00",430.92,tarjeta_credito
1501,1577,"2023-09-17 05:18:00",49.99,tarjeta_regalo
1502,1578,"2023-08-26 00:41:00",129.98,tarjeta_regalo
1503,1579,"2023-11-02 15:02:00",944.92,tarjeta_credito
1504,1580,"2023-07-07 03:24:00",16.99,paypal
1505,1581,"2021-06-23 15:38:00",151.95,tarjeta_credito
1506,1582,"2023-05-06 18:39:00",221.95,transferencia
1507,1583,"2022-11-16 21:43:00",117.96,transferencia
1508,1584,"2022-02-28 00:32:00",83.97,paypal
1509,1585,"2023-09-03 13:43:00",16.99,tarjeta_credito
1510,1586,"2022-03-14 09:25:00",124.94,tarjeta_regalo
1511,1587,"2023-03-08 16:12:00",53.97,transferencia
1512,1588,"2021-12-29 12:03:00",645.91,tarjeta_regalo
1513,1589,"2023-01-03 02:26:00",673.92,tarjeta_regalo
1514,1590,"2022-05-21 10:37:00",421.94,transferencia
1515,1591,"2023-12-10 12:28:00",119.97,paypal
1516,1592,"2022-11-19 06:05:00",57.96,tarjeta_regalo
1517,1593,"2022-11-11 07:09:00",532.91,paypal
1518,1594,"2022-08-29 18:41:00",259.98,paypal
1519,1595,"2022-08-18 04:44:00",545.91,transferencia
1520,1596,"2023-05-19 06:30:00",68.96,tarjeta_regalo
1521,1597,"2022-11-29 18:03:00",509.92,paypal
1522,1598,"2023-03-25 09:16:00",59.96,transferencia
1523,1599,"2021-12-06 14:14:00",544.92,paypal
1524,1600,"2023-07-11 19:15:00",99.93,paypal
1525,1601,"2023-05-26 06:23:00",284.94,tarjeta_regalo
1526,1602,"2023-09-14 08:25:00",22.99,transferencia
1527,1603,"2023-10-08 13:29:00",34.98,tarjeta_regalo
1528,1604,"2023-12-14 21:14:00",543.92,tarjeta_regalo
1529,1605,"2021-11-18 22:10:00",324.98,tarjeta_credito
1530,1606,"2022-11-06 19:22:00",37.98,tarjeta_credito
1531,1607,"2022-11-04 16:53:00",919.92,transferencia
1532,1608,"2023-12-04 01:27:00",357.93,transferencia
1533,1609,"2023-09-22 08:21:00",154.94,tarjeta_regalo
1534,1611,"2023-10-17 20:30:00",346.89,transferencia
1535,1612,"2023-12-21 07:34:00",580.93,tarjeta_credito
1536,1613,"2023-11-19 02:27:00",635.94,paypal
1537,1614,"2022-08-08 07:55:00",41.97,tarjeta_credito
1538,1615,"2023-06-20 02:12:00",177.96,paypal
1539,1616,"2023-08-06 18:17:00",345.96,paypal
1540,1617,"2023-07-20 12:42:00",209.97,transferencia
1541,1618,"2022-09-23 15:06:00",34.99,paypal
1542,1619,"2023-09-01 03:12:00",284.94,tarjeta_regalo
1543,1620,"2023-10-14 06:18:00",188.95,tarjeta_credito
1544,1621,"2022-02-05 19:39:00",649.95,paypal
1545,1622,"2023-12-11 12:25:00",1006.89,transferencia
1546,1623,"2022-01-30 16:50:00",291.92,paypal
1547,1624,"2023-02-24 21:39:00",364.95,paypal
1548,1625,"2023-05-21 03:34:00",124.97,tarjeta_regalo
1549,1626,"2023-02-25 02:27:00",386.91,transferencia
1550,1627,"2023-07-06 07:26:00",436.93,paypal
