pedido_id,cliente_id,fecha_pedido,estado
1217,269,"2021-12-19 17:55:00",completado
1218,17,"2023-07-25 15:55:00",completado
1219,135,"2023-11-13 04:37:00",completado
1220,231,"2023-12-10 12:37:00",reembolsado
1221,499,"2023-03-24 05:51:00",completado
1222,434,"2022-09-11 14:58:00",cancelado
1223,132,"2022-05-01 02:55:00",completado
1224,101,"2023-10-20 19:25:00",completado
1225,411,"2023-07-05 16:48:00",completado
1226,383,"2022-07-01 15:58:00",cancelado
1227,178,"2023-12-06 18:01:00",completado
1228,394,"2022-11-11 11:53:00",cancelado
1229,17,"2023-10-27 09:13:00",cancelado
1230,98,"2023-12-03 22:03:00",completado
1231,481,"2022-07-07 02:22:00",completado
1232,294,"2023-10-20 08:17:00",completado
1233,301,"2022-12-02 16:00:00",completado
1234,460,"2023-06-15 03:16:00",completado
1235,308,"2022-12-08 08:55:00",completado
1236,161,"2023-08-30 02:41:00",completado
1237,91,"2022-11-20 18:29:00",completado
1238,46,"2023-09-06 14:40:00",reembolsado
1239,282,"2022-02-13 21:10:00",completado
1240,478,"2021-11-01 14:45:00",completado
1241,5,"2023-06-16 20:53:00",completado
1242,388,"2023-08-23 16:16:00",completado
1243,244,"2023-12-14 07:41:00",completado
1244,437,"2022-12-05 08:08:00",reembolsado
1245,162,"2022-11-29 03:22:00",completado
1246,329,"2023-06-04 16:59:00",completado
1247,379,"2023-07-12 14:42:00",completado
1248,74,"2023-07-07 04:41:00",completado
1249,252,"2023-03-19 00:50:00",completado
1250,408,"2023-07-26 11:01:00",completado
1251,343,"2023-08-14 21:11:00",completado
1252,98,"2023-05-20 16:39:00",completado
1253,212,"2023-12-11 09:08:00",completado
1254,320,"2023-04-25 04:37:00",completado
1255,435,"2022-02-26 07:00:00",completado
1256,208,"2023-09-02 22:08:00",completado
1257,111,"2023-11-14 07:08:00",completado
1258,296,"2023-09-22 07:48:00",cancelado
1259,472,"2023-12-25 01:26:00",cancelado
1260,485,"2023-02-10 20:40:00",completado
1261,388,"2023-07-03 12:07:00",completado
1262,432,"2021-08-13 13:42:00",completado
1263,289,"2023-12-12 03:51:00",completado
1264,179,"2022-06-30 17:30:00",completado
1265,421,"2023-01-11 01:48:00",completado
1266,205,"2023-11-13 02:52:00",completado
1267,3,"2023-07-09 15:04:00",completado
1268,32,"2022-06-21 13:41:00",completado
1269,288,"2023-10-12 18:50:00",completado
1270,498,"2023-10-10 07:32:00",completado
1271,266,"2023-05-22 09:15:00",completado
1272,180,"2023-09-25 01:51:00",completado
1273,425,"2021-11-11 10:36:00",completado
1274,371,"2023-05-19 13:18:00",completado
1275,335,"2023-09-08 13:14:00",completado
1276,413,"2023-05-29 08:38:00",completado
1277,65,"2023-09-22 01:12:00",completado
1278,476,"2022-11-22 21:03:00",completado
1279,123,"2023-08-15 19:54:00",completado
1280,285,"2022-01-13 20:20:00",completado
1281,199,"2022-09-21 16:49:00",reembolsado
1282,367,"2023-08-26 03:22:00",completado
1283,148,"2023-09-07 03:18:00",completado
1284,145,"2023-08-21 23:32:00",completado
1285,338,"2023-12-28 22:45:00",completado
1286,467,"2023-09-05 00:44:00",completado
1287,475,"2023-05-31 21:16:00",completado
1288,60,"2023-08-01 06:23:00",completado
1289,38,"2023-08-24 22:08:00",completado
1290,170,"2021-09-28 17:08:00",completado
1291,375,"2023-12-02 09:10:00",completado
1292,256,"2022-11-29 09:28:00",completado
1293,177,"2023-06-26 13:38:00",completado
1294,403,"2022-12-14 12:07:00",completado
1295,96,"2023-04-10 15:49:00",completado
1296,74,"2023-01-26 21:07:00",completado
1297,111,"2023-12-03 17:56:00",completado
1298,172,"2022-08-15 23:44:00",completado
1299,458,"2023-07-02 20:43:00",completado
1300,332,"2023-06-19 01:54:00",completado
1301,349,"2022-05-16 22:32:00",completado
1302,122,"2022-04-04 03:41:00",completado
1303,478,"2022-06-26 23:44:00",completado
1304,296,"2023-06-08 07:52:00",completado
1305,178,"2021-12-09 12:17:00",completado
1306,309,"2022-06-19 15:22:00",completado
1307,120,"2022-12-17 22:14:00",completado
1308,415,"2023-04-30 13:10:00",completado
1309,211,"2023-04-20 16:52:00",reembolsado
1310,365,"2023-11-29 08:59:00",completado
1311,80,"2022-03-17 13:51:00",completado
1312,289,"2021-09-29 14:46:00",completado
1313,439,"2023-01-10 22:08:00",completado
1314,403,"2023-09-11 10:47:00",reembolsado
1315,87,"2022-07-14 07:05:00",completado
1316,352,"2023-05-28 03:21:00",completado
1317,188,"2022-05-12 17:32:00",completado
1318,124,"2022-03-04 10:07:00",completado
1319,203,"2023-08-17 04:24:00",completado
1320,32,"2023-09-16 04:19:00",completado
1321,496,"2021-05-28 10:55:00",completado
1322,350,"2023-04-02 08:53:00",completado
1323,86,"2022-12-15 17:46:00",completado
1324,220,"2022-05-17 17:04:00",completado
1325,417,"2023-12-26 11:19:00",completado
1326,56,"2023-12-07 12:45:00",completado
1327,320,"2023-07-07 00:21:00",completado
1328,119,"2023-03-02 08:58:00",completado
1329,6,"2023-05-09 14:57:00",completado
1330,103,"2023-03-18 14:04:00",completado
1331,188,"2023-10-12 11:32:00",completado
1332,435,"2021-11-09 15:05:00",completado
1333,397,"2022-10-23 14:17:00",completado
1334,490,"2023-08-08 03:34:00",reembolsado
1335,468,"2023-12-16 02:32:00",completado
1336,325,"2022-02-14 01:39:00",completado
1337,314,"2022-07-15 05:47:00",completado
1338,295,"2023-11-21 13:13:00",completado
1339,26,"2023-09-27 00:38:00",completado
1340,353,"2023-01-30 03:44:00",completado
1341,393,"2022-02-27 11:22:00",completado
1342,55,"2023-10-30 07:27:00",reembolsado
1343,387,"2022-07-10 11:17:00",completado
1344,151,"2023-06-02 23:38:00",completado
1345,328,"2023-12-05 21:36:00",completado
1346,88,"2023-01-24 03:02:00",completado
1347,464,"2022-08-03 11:11:00",completado
1348,498,"2023-06-16 20:49:00",reembolsado
1349,415,"2023-12-13 05:19:00",completado
1350,483,"2022-11-03 12:04:00",completado
1351,376,"2023-11-02 07:47:00",completado
1352,414,"2023-02-04 17:44:00",completado
1353,284,"2023-03-25 17:46:00",completado
1354,334,"2023-10-26 14:12:00",completado
1355,266,"2023-05-25 10:22:00",completado
1356,336,"2023-01-29 16:44:00",completado
1357,234,"2023-03-26 11:39:00",completado
1358,342,"2023-08-03 17:19:00",completado
1359,65,"2023-03-04 22:25:00",completado
1360,72,"2021-08-31 03:21:00",completado
1361,463,"2021-11-09 09:55:00",completado
1362,63,"2023-09-02 00:34:00",completado
1363,455,"2022-04-26 21:05:00",completado
1364,420,"2022-06-29 13:10:00",completado
1365,456,"2021-10-15 12:49:00",completado
1366,232,"2023-09-10 15:50:00",completado
1367,260,"2021-10-14 22:25:00",completado
1368,148,"2023-08-30 01:00:00",completado
1369,220,"2022-09-10 12:28:00",completado
1370,27,"2023-06-03 20:40:00",reembolsado
1371,12,"2023-05-22 22:32:00",completado
1372,256,"2023-02-21 06:15:00",completado
1373,442,"2022-03-14 10:33:00",completado
1374,484,"2023-05-09 10:15:00",completado
1375,31,"2023-08-29 17:20:00",completado
1376,59,"2023-04-22 13:04:00",completado
1377,53,"2022-10-19 18:06:00",completado
1378,87,"2023-09-22 16:58:00",completado
1379,129,"2023-09-19 16:18:00",completado
1380,398,"2023-01-14 06:41:00",completado
1381,269,"2021-06-01 18:34:00",completado
1382,495,"2023-08-04 20:09:00",completado
1383,451,"2023-06-11 04:41:00",completado
1384,432,"2023-06-30 09:32:00",completado
1385,262,"2023-09-04 17:01:00",completado
1386,397,"2023-02-28 05:53:00",completado
1387,468,"2022-09-22 02:17:00",completado
1388,270,"2022-11-06 17:46:00",completado
1389,448,"2023-03-05 02:21:00",completado
1390,151,"2023-04-04 16:16:00",completado
1391,374,"2023-01-29 06:03:00",reembolsado
1392,396,"2023-08-13 22:38:00",completado
1393,446,"2023-12-02 15:37:00",completado
1394,145,"2023-05-27 05:13:00",completado
1395,433,"2023-07-01 10:42:00",completado
1396,490,"2023-05-24 15:56:00",completado
1397,453,"2021-08-06 23:27:00",completado
1398,232,"2022-09-20 14:23:00",completado
1399,39,"2022-04-24 19:00:00",completado
1400,309,"2022-02-26 22:16:00",completado
1401,489,"2023-06-23 16:19:00",completado
1402,77,"2022-12-11 04:53:00",reembolsado
1403,189,"2023-11-22 12:43:00",completado
1404,77,"2023-10-15 20:45:00",completado
1405,29,"2022-10-31 17:30:00",completado
1406,8,"2023-04-13 05:47:00",completado
1407,49,"2023-06-06 09:46:00",completado
1408,116,"2023-09-13 23:36:00",completado
1409,337,"2022-05-07 21:53:00",completado
1410,452,"2023-12-11 02:34:00",completado
1411,63,"2023-08-17 15:01:00",completado
1412,495,"2023-09-08 14:29:00",completado
1413,350,"2023-01-26 11:07:00",completado
1414,135,"2023-07-22 18:58:00",completado
1415,406,"2023-03-20 23:51:00",completado
1416,302,"2023-08-13 14:29:00",reembolsado
1417,243,"2023-05-28 08:34:00",completado
1418,97,"2022-08-12 22:15:00",completado
1419,230,"2022-04-25 04:54:00",cancelado
1420,159,"2023-05-30 07:21:00",completado
1421,60,"2023-08-31 22:19:00",completado
1422,60,"2023-05-31 21:22:00",completado
1423,291,"2023-07-10 18:51:00",cancelado
1424,322,"2021-08-15 04:48:00",completado
1425,229,"2023-10-22 02:47:00",reembolsado
1426,51,"2022-08-10 03:30:00",completado
1427,102,"2023-02-18 19:52:00",completado
1428,390,"2023-03-26 22:16:00",completado
1429,27,"2023-12-26 18:48:00",completado
1430,366,"2023-09-14 03:05:00",cancelado
1431,468,"2021-12-20 05:10:00",completado
1432,54,"2021-10-30 21:43:00",completado
1433,176,"2023-06-21 18:17:00",completado
1434,246,"2023-02-06 01:02:00",completado
1435,115,"2022-10-17 14:41:00",completado
1436,299,"2023-03-09 17:24:00",completado
1437,413,"2023-12-21 09:02:00",cancelado
1438,259,"2023-04-12 00:58:00",completado
1439,357,"2023-09-18 06:50:00",completado
1440,279,"2022-11-06 07:26:00",completado
1441,243,"2023-02-25 20:21:00",completado
1442,418,"2023-07-29 03:46:00",completado
1443,324,"2023-01-02 21:47:00",reembolsado
1444,324,"2022-09-18 06:00:00",reembolsado
1445,233,"2023-12-30 14:00:00",completado
1446,16,"2023-09-30 15:02:00",reembolsado
1447,429,"2022-07-28 03:12:00",completado
1448,143,"2023-04-25 19:26:00",completado
1449,492,"2023-10-23 15:29:00",completado
1450,457,"2023-12-21 05:05:00",completado
1451,397,"2022-09-15 10:31:00",completado
1452,244,"2023-12-10 06:28:00",completado
1453,55,"2023-09-15 07:59:00",cancelado
1454,154,"2023-04-27 09:10:00",completado
1455,142,"2023-07-05 05:41:00",completado
1456,88,"2023-09-01 15:43:00",completado
1457,359,"2021-05-13 00:04:00",completado
1458,352,"2023-04-10 12:38:00",completado
1459,366,"2022-07-18 11:28:00",completado
1460,438,"2022-12-06 02:30:00",completado
1461,464,"2023-11-03 16:46:00",completado
1462,410,"2023-05-04 05:37:00",reembolsado
1463,279,"2022-07-25 14:10:00",completado
1464,163,"2022-05-11 12:38:00",completado
1465,10,"2023-07-02 19:59:00",completado
1466,275,"2022-10-23 02:32:00",reembolsado
1467,409,"2023-10-31 03:59:00",completado
1468,131,"2023-06-18 22:28:00",completado
1469,89,"2023-09-05 15:40:00",completado
1470,24,"2023-07-22 15:31:00",reembolsado
1471,441,"2022-11-03 22:11:00",completado
1472,213,"2023-07-20 22:10:00",completado
1473,491,"2023-07-07 14:00:00",completado
1474,291,"2023-05-28 21:04:00",completado
1475,271,"2022-10-14 00:44:00",reembolsado
1476,431,"2023-10-10 16:53:00",completado
1477,391,"2023-01-18 20:34:00",completado
1478,452,"2022-09-03 10:03:00",completado
1479,437,"2023-02-25 04:51:00",completado
1480,388,"2023-12-11 05:23:00",completado
1481,324,"2023-02-15 03:56:00",completado
1482,326,"2022-09-27 01:43:00",reembolsado
1483,200,"2023-07-18 15:56:00",completado
1484,280,"2023-08-06 19:53:00",completado
1485,195,"2023-05-18 17:59:00",completado
1486,460,"2023-07-26 00:57:00",reembolsado
1487,265,"2023-09-02 11:08:00",reembolsado
1488,425,"2022-10-09 03:07:00",completado
1489,183,"2023-11-07 13:02:00",completado
1490,167,"2023-09-10 00:14:00",completado
1491,270,"2022-06-11 10:06:00",reembolsado
1492,197,"2023-05-14 20:01:00",completado
1493,303,"2023-06-14 15:47:00",cancelado
1494,156,"2022-09-11 20:34:00",reembolsado
1495,377,"2022-10-10 12:05:00",completado
1496,475,"2023-07-18 04:30:00",cancelado
1497,106,"2022-10-26 11:42:00",completado
1498,369,"2023-11-10 18:24:00",completado
1499,455,"2022-12-16 13:25:00",completado
1500,349,"2022-02-19 12:40:00",completado
1501,223,"2023-12-26 15:11:00",completado
1502,128,"2023-05-21 09:39:00",completado
1503,31,"2023-04-02 10:39:00",completado
1504,48,"2023-07-30 00:29:00",completado
1505,20,"2023-05-25 00:19:00",completado
1506,490,"2023-12-07 14:15:00",completado
1507,95,"2021-11-04 08:16:00",completado
1508,457,"2021-05-20 14:54:00",completado
1509,89,"2022-12-23 19:35:00",reembolsado
1510,57,"2022-12-20 13:15:00",completado
1511,398,"2022-02-27 02:10:00",completado
1512,403,"2022-11-04 02:15:00",reembolsado
1513,28,"2022-09-14 08:25:00",completado
1514,343,"2022-04-07 06:06:00",completado
1515,147,"2023-06-26 06:31:00",completado
1516,155,"2022-08-24 12:48:00",completado
1517,153,"2023-11-01 01:52:00",completado
1518,15,"2023-09-07 23:39:00",completado
1519,125,"2023-10-11 01:58:00",completado
1520,347,"2023-03-19 03:31:00",completado
1521,323,"2023-09-20 09:02:00",completado
1522,49,"2023-02-26 18:59:00",completado
1523,378,"2022-10-16 04:28:00",completado
1524,280,"2023-02-26 02:27:00",completado
1525,228,"2023-10-12 17:14:00",reembolsado
1526,62,"2022-03-07 11:19:00",completado
1527,361,"2022-03-05 03:57:00",completado
1528,333,"2023-10-01 00:44:00",completado
1529,289,"2022-11-13 22:03:00",completado
1530,124,"2022-08-24 16:38:00",completado
1531,407,"2023-05-02 00:03:00",completado
1532,103,"2022-05-01 14:19:00",reembolsado
1533,156,"2021-10-15 07:49:00",completado
1534,486,"2023-09-09 19:53:00",completado
1535,75,"2023-12-28 11:27:00",completado
1536,248,"2021-12-30 17:34:00",completado
1537,379,"2022-04-15 15:41:00",completado
1538,354,"2023-12-12 14:11:00",completado
1539,466,"2023-05-10 19:08:00",completado
1540,94,"2022-05-14 18:08:00",completado
1541,390,"2023-02-02 09:01:00",completado
1542,141,"2023-07-02 04:28:00",completado
1543,256,"2023-12-21 09:55:00",completado
1544,69,"2023-04-29 21:34:00",reembolsado
1545,377,"2023-11-19 08:58:00",completado
1546,68,"2023-12-05 11:23:00",completado
1547,133,"2023-08-04 02:51:00",completado
1548,395,"2023-10-17 21:55:00",completado
1549,265,"2023-11-19 09:33:00",completado
1550,279,"2022-07-23 13:05:00",completado
1551,414,"2023-03-04 21:24:00",completado
1552,290,"2023-10-05 06:59:00",completado
1553,208,"2022-02-05 23:48:00",completado
1554,312,"2023-06-02 06:29:00",completado
1555,449,"2023-10-10 15:33:00",completado
1556,231,"2022-02-09 00:15:00",completado
1557,270,"2023-01-04 05:02:00",completado
1558,387,"2022-03-26 20:31:00",completado
1559,48,"2023-02-23 07:19:00",completado
1560,52,"2023-09-01 21:38:00",completado
1561,290,"2023-03-30 03:30:00",completado
1562,193,"2022-07-03 20:17:00",completado
1563,176,"2023-10-07 02:35:00",completado
1564,281,"2023-12-12 21:43:00",completado
1565,144,"2022-07-21 22:32:00",completado
1566,172,"2023-02-13 01:30:00",completado
1567,359,"2022-05-06 19:58:00",completado
1568,488,"2022-08-09 14:02:00",completado
1569,143,"2023-06-01 03:58:00",reembolsado
1570,286,"2023-10-17 08:18:00",completado
1571,4,"2023-07-12 04:42:00",completado
1572,182,"2023-03-09 02:17:00",completado
1573,432,"2023-06-30 09:34:00",completado
1574,468,"2022-10-07 04:43:00",completado
1575,41,"2022-09-04 06:47:00",completado
1576,43,"2022-03-18 07:41:00",completado
1577,43,"2023-09-17 04:18:00",completado
1578,331,"2023-08-25 23:41:00",completado
1579,355,"2023-11-02 15:02:00",completado
1580,236,"2023-07-07 02:24:00",completado
1581,444,"2021-06-23 13:38:00",completado
1582,478,"2023-05-06 18:39:00",completado
1583,78,"2022-11-16 21:43:00",completado
1584,282,"2022-02-27 23:32:00",completado
1585,133,"2023-09-03 13:43:00",completado
1586,107,"2022-03-14 09:25:00",completado
1587,116,"2023-03-08 14:12:00",completado
1588,378,"2021-12-29 12:03:00",completado
1589,445,"2023-01-03 00:26:00",completado
1590,100,"2022-05-21 10:37:00",reembolsado
1591,229,"2023-12-10 11:28:00",completado
1592,254,"2022-11-19 05:05:00",completado
1593,320,"2022-11-11 06:09:00",completado
1594,345,"2022-08-29 16:41:00",completado
1595,408,"2022-08-18 03:44:00",completado
1596,240,"2023-05-19 05:30:00",completado
1597,106,"2022-11-29 18:03:00",completado
1598,224,"2023-03-25 07:16:00",completado
1599,293,"2021-12-06 14:14:00",reembolsado
1600,415,"2023-07-11 17:15:00",reembolsado
1601,211,"2023-05-26 06:23:00",completado
1602,374,"2023-09-14 07:25:00",completado
1603,167,"2023-10-08 12:29:00",reembolsado
1604,348,"2023-12-14 20:14:00",completado
1605,245,"2021-11-18 20:10:00",completado
1606,349,"2022-11-06 19:22:00",completado
1607,322,"2022-11-04 16:53:00",completado
1608,462,"2023-12-04 01:27:00",reembolsado
1609,437,"2023-09-22 08:21:00",completado
1610,393,"2021-10-23 21:44:00",cancelado
1611,354,"2023-10-17 18:30:00",completado
1612,272,"2023-12-21 07:34:00",completado
1613,212,"2023-11-19 00:27:00",completado
1614,99,"2022-08-08 06:55:00",completado
1615,141,"2023-06-20 02:12:00",completado
1616,147,"2023-08-06 16:17:00",completado
1617,495,"2023-07-20 12:42:00",completado
1618,264,"2022-09-23 13:06:00",completado
1619,464,"2023-09-01 02:12:00",completado
1620,355,"2023-10-14 06:18:00",completado
1621,421,"2022-02-05 18:39:00",completado
1622,368,"2023-12-11 10:25:00",completado
1623,334,"2022-01-30 15:50:00",completado
1624,337,"2023-02-24 21:39:00",completado
1625,407,"2023-05-21 03:34:00",completado
1626,494,"2023-02-25 01:27:00",completado
1627,495,"2023-07-06 05:26:00",completado
1628,233,"2023-05-11 10:42:00",reembolsado
1629,147,"2023-02-15 23:50:00",completado
1630,223,"2022-08-17 12:30:00",completado
1631,15,"2023-08-08 05:17:00",completado
1632,163,"2022-07-22 22:31:00",completado
1633,133,"2023-01-09 05:07:00",completado
1634,19,"2022-02-07 01:33:00",completado
1635,178,"2022-11-12 12:00:00",completado
1636,385,"2023-02-23 02:28:00",cancelado
1637,114,"2022-10-29 13:31:00",completado
1638,3,"2023-08-03 20:56:00",completado
1639,198,"2022-01-27 03:27:00",reembolsado
1640,311,"2022-07-27 20:11:00",completado
1641,460,"2023-06-16 04:18:00",cancelado
1642,99,"2023-07-06 23:43:00",completado
1643,112,"2023-04-19 20:10:00",reembolsado
1644,190,"2023-01-22 18:02:00",completado
1645,464,"2023-11-09 17:00:00",reembolsado
1646,270,"2023-06-13 15:13:00",completado
1647,339,"2023-10-18 14:11:00",completado
1648,298,"2023-12-21 02:37:00",completado
1649,102,"2023-07-03 18:28:00",cancelado
1650,420,"2023-01-01 21:00:00",completado
1651,282,"2022-10-04 09:44:00",completado
1652,377,"2023-02-23 19:45:00",completado
1653,474,"2021-09-18 07:24:00",completado
1654,276,"2022-09-03 20:42:00",completado
1655,266,"2023-01-07 05:58:00",completado
1656,401,"2022-12-05 16:51:00",completado
1657,43,"2023-08-30 02:53:00",completado
1658,420,"2022-06-11 10:35:00",completado
1659,124,"2023-06-15 19:59:00",completado
1660,345,"2022-06-29 09:25:00",completado
1661,343,"2023-11-07 13:59:00",completado
1662,373,"2023-09-09 12:55:00",completado
1663,409,"2022-02-20 01:03:00",cancelado
1664,96,"2023-08-09 21:27:00",completado
1665,67,"2021-10-03 16:27:00",completado
1666,348,"2022-12-13 02:40:00",completado
1667,467,"2022-10-12 15:56:00",reembolsado
1668,360,"2023-07-27 13:36:00",completado
1669,148,"2023-03-15 15:42:00",reembolsado
1670,490,"2023-07-10 14:04:00",completado
1671,162,"2022-06-06 20:44:00",completado
1672,334,"2023-11-02 15:22:00",completado
1673,37,"2021-06-05 05:52:00",completado
1674,140,"2023-08-13 19:52:00",completado
1675,311,"2023-07-11 01:53:00",reembolsado
1676,286,"2023-11-17 17:01:00",completado
1677,92,"2023-08-06 04:12:00",completado
1678,476,"2023-07-19 09:05:00",completado
1679,31,"2022-11-01 03:51:00",completado
1680,81,"2022-07-11 20:26:00",completado
1681,373,"2023-06-09 16:47:00",completado
1682,437,"2023-12-04 02:42:00",completado
1683,287,"2022-05-21 22:42:00",completado
1684,129,"2023-10-12 00:51:00",completado
1685,478,"2021-11-26 18:23:00",completado
1686,113,"2023-06-02 14:36:00",completado
1687,311,"2022-04-03 02:59:00",completado
1688,40,"2023-06-23 17:13:00",completado
1689,253,"2023-11-24 04:11:00",completado
1690,348,"2023-04-10 16:07:00",completado
1691,360,"2023-08-13 16:12:00",reembolsado
1692,382,"2023-06-18 13:42:00",reembolsado
1693,499,"2023-03-18 04:36:00",completado
1694,462,"2023-06-24 02:14:00",completado
1695,482,"2023-04-13 05:16:00",completado
1696,258,"2023-10-26 22:31:00",completado
1697,322,"2022-04-23 14:03:00",completado
1698,404,"2023-12-02 01:34:00",completado
1699,348,"2023-10-12 13:56:00",completado
1700,223,"2022-11-14 01:57:00",completado
1701,107,"2021-09-22 08:51:00",completado
1702,28,"2023-11-08 08:59:00",completado
1703,424,"2023-07-20 05:50:00",completado
1704,367,"2023-10-24 09:50:00",completado
1705,202,"2023-10-31 12:40:00",completado
1706,317,"2022-07-16 19:34:00",completado
1707,95,"2023-04-30 04:36:00",completado
1708,258,"2023-11-20 12:08:00",completado
1709,420,"2022-08-28 23:02:00",completado
1710,27,"2023-12-19 14:14:00",completado
1711,279,"2023-12-01 02:43:00",completado
1712,89,"2022-10-05 05:07:00",completado
1713,453,"2023-09-17 18:09:00",reembolsado
1714,385,"2022-11-02 12:56:00",completado
1715,71,"2022-11-09 22:13:00",completado
1716,284,"2023-08-16 13:51:00",completado
1717,435,"2022-10-02 15:50:00",completado
1718,87,"2022-12-20 13:30:00",reembolsado
1719,484,"2023-06-25 18:43:00",completado
1720,296,"2023-06-09 07:56:00",completado
1721,118,"2023-09-23 08:21:00",completado
1722,46,"2023-11-11 05:30:00",completado
1723,38,"2023-08-03 18:31:00",completado
1724,286,"2023-01-06 17:25:00",completado
1725,166,"2022-04-19 10:53:00",completado
1726,14,"2023-08-10 03:15:00",completado
1727,247,"2022-08-28 19:50:00",completado
1728,153,"2023-09-05 01:26:00",completado
1729,477,"2023-05-17 22:24:00",completado
1730,398,"2022-04-08 08:19:00",completado
1731,462,"2021-09-18 07:33:00",completado
1732,330,"2022-08-31 08:21:00",completado
1733,277,"2023-08-08 14:26:00",completado
1734,349,"2023-06-08 21:02:00",completado
1735,254,"2023-12-13 08:47:00",completado
1736,46,"2023-10-10 22:06:00",completado
1737,362,"2023-05-09 05:06:00",completado
1738,237,"2022-07-24 08:22:00",completado
1739,419,"2023-09-23 02:54:00",completado
1740,26,"2023-08-08 14:40:00",completado
1741,93,"2023-07-22 09:40:00",completado
1742,403,"2022-11-07 03:25:00",completado
1743,35,"2022-07-18 20:17:00",completado
1744,362,"2022-01-19 00:55:00",completado
1745,250,"2022-12-06 03:40:00",completado
1746,425,"2023-07-22 14:35:00",completado
1747,21,"2022-08-14 01:54:00",completado
1748,2,"2023-07-29 03:52:00",completado
1749,203,"2023-06-27 04:05:00",completado
1750,63,"2023-11-22 18:25:00",completado
1751,325,"2022-07-16 22:35:00",completado
1752,288,"2023-09-02 00:30:00",completado
1753,366,"2023-10-01 05:32:00",cancelado
1754,486,"2023-06-07 18:17:00",completado
1755,209,"2023-08-10 07:22:00",completado
1756,250,"2022-07-09 19:55:00",completado
1757,374,"2023-05-01 11:25:00",completado
1758,54,"2021-03-08 18:45:00",completado
1759,4,"2023-12-27 22:41:00",completado
1760,168,"2022-08-15 14:32:00",completado
1761,444,"2021-10-09 02:07:00",completado
1762,248,"2023-07-16 10:46:00",completado
1763,261,"2023-08-27 15:56:00",reembolsado
1764,414,"2022-03-20 00:06:00",completado
1765,96,"2023-12-04 03:53:00",cancelado
1766,428,"2021-05-09 22:18:00",completado
1767,161,"2023-07-16 09:31:00",completado
1768,473,"2021-09-07 08:44:00",completado
1769,133,"2023-12-15 23:04:00",completado
1770,37,"2021-08-26 14:36:00",completado
1771,347,"2023-05-31 08:52:00",reembolsado
1772,391,"2023-06-30 15:26:00",completado
1773,15,"2023-10-07 17:59:00",completado
1774,410,"2022-08-06 15:14:00",completado
1775,129,"2023-03-22 21:09:00",cancelado
1776,28,"2022-11-14 22:58:00",completado
1777,318,"2023-09-14 21:14:00",completado
1778,416,"2022-03-09 19:20:00",completado
1779,496,"2022-09-10 17:57:00",completado
1780,14,"2022-08-08 05:45:00",completado
1781,160,"2023-03-31 11:28:00",completado
1782,19,"2022-01-19 22:06:00",completado
1783,267,"2023-07-05 19:01:00",completado
1784,111,"2023-09-14 22:10:00",cancelado
1785,435,"2022-07-11 03:36:00",completado
1786,95,"2023-01-07 13:01:00",completado
1787,377,"2022-11-30 23:12:00",completado
1788,202,"2022-12-03 21:39:00",completado
1789,233,"2023-04-23 02:18:00",completado
1790,489,"2022-05-05 17:18:00",completado
1791,112,"2022-11-26 00:29:00",completado
1792,267,"2023-07-18 22:35:00",completado
1793,464,"2022-12-18 17:46:00",completado
1794,204,"2023-05-29 13:27:00",reembolsado
1795,265,"2023-10-15 12:47:00",completado
1796,226,"2022-02-27 09:58:00",completado
1797,225,"2022-09-16 12:09:00",completado
1798,434,"2023-05-27 05:23:00",completado
1799,214,"2022-06-13 19:25:00",completado
1800,448,"2023-10-19 12:10:00",completado
1801,41,"2023-12-12 15:21:00",completado
1802,242,"2022-02-04 15:05:00",completado
1803,13,"2023-07-26 20:08:00",completado
1804,321,"2022-12-31 09:39:00",completado
1805,127,"2023-10-12 19:18:00",completado
1806,353,"2021-11-19 20:44:00",completado
1807,437,"2022-10-20 21:04:00",completado
1808,163,"2021-12-22 16:03:00",completado
1809,380,"2021-08-29 23:42:00",completado
1810,253,"2023-03-06 03:05:00",reembolsado
1811,17,"2022-09-14 03:54:00",reembolsado
1812,407,"2021-12-10 19:55:00",completado
1813,249,"2022-01-25 04:27:00",completado
1814,229,"2023-07-09 07:16:00",completado
1815,200,"2022-08-11 06:26:00",completado
1816,299,"2023-06-21 07:17:00",completado
1817,136,"2022-06-22 05:35:00",completado
1818,206,"2022-08-16 09:37:00",completado
1819,432,"2022-01-18 10:32:00",completado
1820,269,"2021-12-12 17:48:00",completado
1821,28,"2022-07-28 21:24:00",completado
1822,471,"2022-07-04 10:58:00",reembolsado
1823,263,"2023-05-29 07:18:00",completado
1824,357,"2023-08-20 12:40:00",completado
1825,355,"2023-11-19 00:36:00",cancelado
1826,11,"2022-07-01 09:28:00",completado
1827,363,"2023-03-31 10:57:00",completado
1828,154,"2023-09-14 11:18:00",completado
1829,482,"2022-12-09 07:18:00",completado
1830,223,"2023-12-29 15:18:00",completado
1831,381,"2023-05-17 21:06:00",reembolsado
1832,428,"2021-05-17 22:28:00",completado
1833,232,"2023-07-22 05:56:00",cancelado
1834,183,"2022-06-04 07:40:00",completado
1835,180,"2023-12-14 18:57:00",completado
1836,189,"2022-11-30 02:49:00",completado
1837,16,"2023-02-23 15:47:00",cancelado
1838,200,"2022-11-05 20:03:00",completado
1839,244,"2023-11-06 18:20:00",completado
1840,353,"2022-11-21 18:08:00",completado
1841,371,"2023-07-27 20:01:00",completado
