linea_pedido_id,pedido_id,producto_id,cantidad,precio_unitario
3185,1270,4,3,24.99
3186,1270,40,2,49.99
3187,1271,2,3,39.99
3188,1271,63,1,17.99
3189,1271,13,2,139.99
3190,1271,10,3,149.99
3191,1272,53,3,22.99
3192,1272,10,2,149.99
3193,1273,59,3,9.99
3194,1274,37,2,22.99
3195,1275,57,2,39.99
3196,1275,38,2,18.99
3197,1275,63,3,17.99
3198,1275,16,1,24.99
3199,1276,61,2,139.99
3200,1276,12,3,22.99
3201,1276,27,2,17.99
3202,1277,28,1,89.99
3203,1277,65,3,9.99
3204,1277,69,1,14.99
3205,1278,13,3,139.99
3206,1278,57,1,39.99
3207,1279,41,1,17.99
3208,1279,48,1,17.99
3209,1280,25,1,16.99
3210,1280,32,3,14.99
3211,1280,41,3,17.99
3212,1281,33,2,13.99
3213,1281,35,3,12.99
3214,1281,23,1,22.99
3215,1281,43,1,44.99
3216,1282,66,1,34.99
3217,1282,25,2,16.99
3218,1282,11,3,34.99
3219,1283,65,1,9.99
3220,1283,56,2,15.99
3221,1283,52,3,24.99
3222,1284,38,3,18.99
3223,1285,25,1,16.99
3224,1285,57,2,39.99
3225,1285,34,3,19.99
3226,1285,62,2,9.99
3227,1286,53,3,22.99
3228,1286,31,2,9.99
3229,1286,40,3,49.99
3230,1287,8,1,249.99
3231,1287,66,1,34.99
3232,1287,16,1,24.99
3233,1287,50,2,39.99
3234,1288,59,2,9.99
3235,1288,20,1,21.99
3236,1289,25,2,16.99
3237,1289,69,1,14.99
3238,1289,47,1,14.99
3239,1290,66,1,34.99
3240,1291,61,1,139.99
3241,1291,62,1,9.99
3242,1291,12,1,22.99
3243,1291,3,1,49.99
3244,1292,6,1,79.99
3245,1292,40,2,49.99
3246,1292,15,3,29.99
3247,1292,62,3,9.99
3248,1293,57,2,39.99
3249,1294,7,2,27.99
3250,1294,37,3,22.99
3251,1294,12,3,22.99
3252,1294,26,3,159.99
3253,1295,31,2,9.99
3254,1295,59,3,9.99
3255,1295,5,2,89.99
3256,1295,41,1,17.99
3257,1296,2,1,39.99
3258,1296,38,2,18.99
3259,1297,23,3,22.99
3260,1297,23,1,22.99
3261,1298,41,3,17.99
3262,1298,55,1,16.99
3263,1298,41,2,17.99
3264,1299,13,1,139.99
3265,1299,5,2,89.99
3266,1299,43,1,44.99
3267,1300,24,1,149.99
3268,1301,25,2,16.99
3269,1301,39,1,39.99
3270,1302,47,1,14.99
3271,1302,22,1,89.99
3272,1302,48,2,17.99
3273,1302,27,2,17.99
3274,1303,19,2,69.99
3275,1303,36,1,18.99
3276,1304,30,3,44.99
3277,1305,66,2,34.99
3278,1306,44,1,34.99
3279,1306,47,2,14.99
3280,1306,8,1,249.99
3281,1307,49,3,44.99
3282,1307,54,2,79.99
3283,1308,47,3,14.99
3284,1309,42,2,24.99
3285,1310,47,2,14.99
3286,1310,52,3,24.99
3287,1310,16,1,24.99
3288,1310,45,3,39.99
3289,1311,48,2,17.99
3290,1312,6,2,79.99
3291,1312,36,3,18.99
3292,1313,53,2,22.99
3293,1314,9,3,299.99
3294,1314,58,2,12.99
3295,1315,50,3,39.99
3296,1315,2,2,39.99
3297,1315,57,2,39.99
3298,1315,26,3,159.99
3299,1316,6,3,79.99
3300,1316,23,2,22.99
3301,1316,35,1,12.99
3302,1316,36,2,18.99
3303,1317,31,2,9.99
3304,1317,8,1,249.99
3305,1317,13,2,139.99
3306,1318,19,1,69.99
3307,1318,57,3,39.99
3308,1318,12,3,22.99
3309,1319,63,2,17.99
3310,1319,7,3,27.99
3311,1319,41,2,17.99
3312,1320,10,3,149.99
3313,1320,20,1,21.99
3314,1320,13,1,139.99
3315,1321,27,3,17.99
3316,1321,63,1,17.99
3317,1321,56,3,15.99
3318,1322,52,1,24.99
3319,1322,27,2,17.99
3320,1322,38,1,18.99
3321,1322,1,2,129.99
3322,1323,39,2,39.99
3323,1323,17,2,36.99
3324,1323,38,2,18.99
3325,1324,50,1,39.99
3326,1324,41,2,17.99
3327,1324,54,2,79.99
3328,1324,29,1,64.99
3329,1325,11,1,34.99
3330,1325,69,1,14.99
3331,1325,30,3,44.99
3332,1325,20,3,21.99
3333,1326,6,2,79.99
3334,1326,29,2,64.99
3335,1327,63,2,17.99
3336,1327,2,1,39.99
3337,1327,8,2,249.99
3338,1328,41,2,17.99
3339,1329,41,3,17.99
3340,1329,46,1,27.99
3341,1329,25,3,16.99
3342,1330,6,1,79.99
3343,1330,61,3,139.99
3344,1331,43,2,44.99
3345,1331,10,3,149.99
3346,1331,65,1,9.99
3347,1331,46,1,27.99
3348,1332,42,3,24.99
3349,1332,58,2,12.99
3350,1333,39,3,39.99
3351,1334,34,1,19.99
3352,1335,16,2,24.99
3353,1335,27,3,17.99
3354,1335,25,3,16.99
3355,1335,23,2,22.99
3356,1336,43,1,44.99
3357,1336,53,3,22.99
3358,1336,62,3,9.99
3359,1336,16,1,24.99
3360,1337,32,2,14.99
3361,1338,42,1,24.99
3362,1338,30,1,44.99
3363,1338,52,3,24.99
3364,1338,28,3,89.99
3365,1339,46,3,27.99
3366,1339,35,3,12.99
3367,1340,29,3,64.99
3368,1340,61,3,139.99
3369,1340,61,3,139.99
3370,1341,8,2,249.99
3371,1341,53,2,22.99
3372,1342,57,3,39.99
3373,1342,5,2,89.99
3374,1343,22,3,89.99
3375,1343,12,2,22.99
3376,1343,24,2,149.99
3377,1343,7,2,27.99
3378,1344,15,3,29.99
3379,1344,11,3,34.99
3380,1345,17,1,36.99
3381,1345,2,2,39.99
3382,1345,14,1,99.99
3383,1346,54,3,79.99
3384,1347,7,3,27.99
3385,1347,60,3,179.99
3386,1347,40,2,49.99
3387,1347,15,3,29.99
3388,1348,47,1,14.99
3389,1348,20,1,21.99
3390,1348,22,3,89.99
3391,1348,32,3,14.99
3392,1349,18,3,26.99
3393,1350,53,3,22.99
3394,1350,54,2,79.99
3395,1351,9,3,299.99
3396,1351,38,2,18.99
3397,1351,12,3,22.99
3398,1352,26,1,159.99
3399,1352,14,1,99.99
3400,1352,23,1,22.99
3401,1353,9,1,299.99
3402,1353,26,2,159.99
3403,1354,34,3,19.99
3404,1354,25,3,16.99
3405,1355,19,1,69.99
3406,1355,42,3,24.99
3407,1356,64,2,21.99
3408,1356,62,3,9.99
3409,1357,46,2,27.99
3410,1357,27,2,17.99
3411,1357,33,3,13.99
3412,1358,68,2,54.99
3413,1359,25,1,16.99
3414,1359,21,1,84.99
3415,1359,29,1,64.99
3416,1359,12,1,22.99
3417,1360,42,3,24.99
3418,1361,47,3,14.99
3419,1361,64,1,21.99
3420,1361,30,2,44.99
3421,1361,57,3,39.99
3422,1362,65,3,9.99
3423,1362,32,3,14.99
3424,1363,50,2,39.99
3425,1363,17,3,36.99
3426,1363,9,1,299.99
3427,1364,40,1,49.99
3428,1364,69,2,14.99
3429,1364,58,2,12.99
3430,1365,25,3,16.99
3431,1365,3,3,49.99
3432,1366,16,1,24.99
3433,1366,15,2,29.99
3434,1366,5,3,89.99
3435,1367,66,1,34.99
3436,1367,17,1,36.99
3437,1367,65,1,9.99
3438,1368,45,3,39.99
3439,1368,32,1,14.99
3440,1368,55,1,16.99
3441,1369,37,3,22.99
3442,1369,46,3,27.99
3443,1369,46,1,27.99
3444,1370,54,2,79.99
3445,1370,25,1,16.99
3446,1370,49,1,44.99
3447,1370,17,3,36.99
3448,1371,68,1,54.99
3449,1371,7,3,27.99
3450,1371,59,3,9.99
3451,1372,28,3,89.99
3452,1372,48,2,17.99
3453,1373,63,2,17.99
3454,1373,29,1,64.99
3455,1374,29,3,64.99
3456,1375,3,1,49.99
3457,1375,59,2,9.99
3458,1375,52,3,24.99
3459,1376,36,1,18.99
3460,1376,19,3,69.99
3461,1376,36,3,18.99
3462,1376,23,3,22.99
3463,1377,17,3,36.99
3464,1377,1,1,129.99
3465,1378,13,3,139.99
3466,1378,32,3,14.99
3467,1378,8,3,249.99
3468,1379,27,2,17.99
3469,1380,16,1,24.99
3470,1380,15,2,29.99
3471,1380,66,1,34.99
3472,1381,42,1,24.99
3473,1381,6,3,79.99
3474,1381,10,1,149.99
3475,1381,58,1,12.99
3476,1382,17,2,36.99
3477,1382,48,3,17.99
3478,1382,65,2,9.99
3479,1383,4,1,24.99
3480,1383,23,2,22.99
3481,1384,11,2,34.99
3482,1384,58,1,12.99
3483,1385,6,3,79.99
3484,1385,57,3,39.99
3485,1385,62,2,9.99
3486,1385,29,3,64.99
3487,1386,50,1,39.99
3488,1386,10,2,149.99
3489,1386,6,3,79.99
3490,1387,27,3,17.99
3491,1387,20,2,21.99
3492,1388,50,2,39.99
3493,1389,46,3,27.99
3494,1389,59,3,9.99
3495,1389,6,2,79.99
3496,1390,17,3,36.99
3497,1391,23,3,22.99
3498,1391,50,3,39.99
3499,1391,59,3,9.99
3500,1391,51,1,32.99
3501,1392,34,2,19.99
3502,1392,19,3,69.99
3503,1393,13,1,139.99
3504,1393,49,3,44.99
3505,1393,54,2,79.99
3506,1393,26,1,159.99
3507,1394,28,1,89.99
3508,1394,20,1,21.99
3509,1394,59,3,9.99
3510,1395,31,3,9.99
3511,1395,1,2,129.99
3512,1396,10,3,149.99
3513,1396,21,2,84.99
3514,1396,17,1,36.99
3515,1396,60,2,179.99
3516,1397,69,3,14.99
3517,1398,32,2,14.99
3518,1398,42,1,24.99
3519,1398,23,3,22.99
3520,1398,61,2,139.99
3521,1399,17,1,36.99
3522,1399,32,1,14.99
3523,1399,29,2,64.99
3524,1400,53,3,22.99
3525,1400,21,3,84.99
3526,1400,48,1,17.99
3527,1400,38,3,18.99
3528,1401,25,2,16.99
3529,1402,31,1,9.99
3530,1402,14,1,99.99
3531,1403,11,1,34.99
3532,1403,49,2,44.99
3533,1403,1,3,129.99
3534,1403,49,1,44.99
3535,1404,29,2,64.99
3536,1405,52,3,24.99
3537,1405,46,3,27.99
3538,1406,61,3,139.99
3539,1406,1,1,129.99
3540,1407,21,1,84.99
3541,1407,8,3,249.99
3542,1407,34,2,19.99
3543,1407,12,1,22.99
3544,1408,56,3,15.99
3545,1409,34,2,19.99
3546,1409,8,1,249.99
3547,1410,46,3,27.99
3548,1410,19,3,69.99
3549,1411,13,2,139.99
3550,1411,51,3,32.99
3551,1411,25,2,16.99
3552,1411,14,3,99.99
3553,1412,58,1,12.99
3554,1413,15,1,29.99
3555,1414,19,1,69.99
3556,1415,12,2,22.99
3557,1415,17,1,36.99
3558,1416,30,3,44.99
3559,1417,6,2,79.99
3560,1417,53,1,22.99
3561,1417,53,3,22.99
3562,1418,68,2,54.99
3563,1419,16,3,24.99
3564,1419,60,1,179.99
3565,1420,66,3,34.99
3566,1420,3,3,49.99
3567,1420,21,3,84.99
3568,1420,15,2,29.99
3569,1421,49,2,44.99
3570,1421,33,3,13.99
3571,1421,47,3,14.99
3572,1421,38,1,18.99
3573,1422,18,3,26.99
3574,1423,50,3,39.99
3575,1423,35,3,12.99
3576,1423,8,2,249.99
3577,1424,25,1,16.99
3578,1425,56,2,15.99
3579,1426,20,1,21.99
3580,1426,53,2,22.99
3581,1427,13,3,139.99
3582,1427,19,2,69.99
3583,1428,2,2,39.99
3584,1428,25,1,16.99
3585,1428,40,3,49.99
3586,1428,47,3,14.99
3587,1429,52,2,24.99
3588,1430,29,2,64.99
3589,1430,32,1,14.99
3590,1430,62,3,9.99
3591,1430,66,2,34.99
3592,1431,53,2,22.99
3593,1431,60,1,179.99
3594,1432,36,1,18.99
3595,1432,6,1,79.99
3596,1432,61,1,139.99
3597,1432,58,1,12.99
3598,1433,9,2,299.99
3599,1433,36,3,18.99
3600,1434,35,1,12.99
3601,1434,35,2,12.99
3602,1434,64,1,21.99
3603,1435,44,3,34.99
3604,1436,33,2,13.99
3605,1436,51,3,32.99
3606,1436,48,1,17.99
3607,1437,22,1,89.99
3608,1438,55,3,16.99
3609,1439,46,1,27.99
3610,1439,8,3,249.99
3611,1439,22,3,89.99
3612,1440,22,1,89.99
3613,1440,53,2,22.99
3614,1440,43,3,44.99
3615,1440,58,2,12.99
3616,1441,48,1,17.99
3617,1441,5,2,89.99
3618,1442,1,1,129.99
3619,1442,31,3,9.99
3620,1442,18,2,26.99
3621,1442,56,2,15.99
3622,1443,16,2,24.99
3623,1443,39,3,39.99
3624,1444,65,3,9.99
3625,1444,18,3,26.99
3626,1444,37,1,22.99
3627,1445,20,2,21.99
3628,1445,51,1,32.99
3629,1445,26,2,159.99
3630,1446,5,1,89.99
3631,1446,29,1,64.99
3632,1446,30,3,44.99
3633,1447,19,3,69.99
3634,1448,11,1,34.99
3635,1448,1,1,129.99
3636,1448,63,3,17.99
3637,1448,15,1,29.99
3638,1449,54,3,79.99
3639,1450,55,2,16.99
3640,1451,3,1,49.99
3641,1452,47,2,14.99
3642,1452,39,1,39.99
3643,1452,39,1,39.99
3644,1453,50,1,39.99
3645,1454,64,3,21.99
3646,1454,15,1,29.99
3647,1454,55,3,16.99
3648,1455,59,1,9.99
3649,1455,31,2,9.99
3650,1456,59,1,9.99
3651,1456,43,2,44.99
3652,1457,9,2,299.99
3653,1457,41,1,17.99
3654,1457,65,1,9.99
3655,1458,13,1,139.99
3656,1458,1,1,129.99
3657,1458,37,1,22.99
3658,1458,68,3,54.99
3659,1459,54,1,79.99
3660,1459,50,3,39.99
3661,1459,36,3,18.99
3662,1459,31,3,9.99
3663,1460,8,1,249.99
3664,1461,2,2,39.99
3665,1461,17,3,36.99
3666,1461,24,1,149.99
3667,1462,37,3,22.99
3668,1462,8,3,249.99
3669,1462,17,1,36.99
3670,1462,33,1,13.99
3671,1463,22,2,89.99
3672,1463,40,2,49.99
3673,1464,1,2,129.99
3674,1465,7,1,27.99
3675,1465,34,3,19.99
3676,1466,11,3,34.99
3677,1466,31,1,9.99
3678,1467,53,3,22.99
3679,1467,21,3,84.99
3680,1468,38,3,18.99
3681,1468,4,2,24.99
3682,1468,16,3,24.99
3683,1469,62,3,9.99
3684,1469,51,1,32.99
3685,1469,59,1,9.99
3686,1469,36,3,18.99
3687,1470,13,3,139.99
3688,1471,30,2,44.99
3689,1472,41,2,17.99
3690,1472,69,1,14.99
3691,1472,30,2,44.99
3692,1472,26,3,159.99
3693,1473,58,3,12.99
3694,1473,66,1,34.99
3695,1473,39,2,39.99
3696,1473,3,2,49.99
3697,1474,10,1,149.99
3698,1475,14,1,99.99
3699,1475,16,2,24.99
3700,1476,21,2,84.99
3701,1476,4,1,24.99
3702,1476,16,3,24.99
3703,1477,59,3,9.99
3704,1477,67,3,12.99
3705,1477,42,3,24.99
3706,1478,6,3,79.99
3707,1478,50,1,39.99
3708,1478,51,1,32.99
3709,1478,40,2,49.99
3710,1479,60,2,179.99
3711,1480,45,3,39.99
3712,1480,25,1,16.99
3713,1480,65,1,9.99
3714,1480,40,2,49.99
3715,1481,38,1,18.99
3716,1482,52,3,24.99
3717,1482,31,1,9.99
3718,1482,51,2,32.99
3719,1482,64,3,21.99
3720,1483,25,2,16.99
3721,1483,22,1,89.99
3722,1484,26,2,159.99
3723,1484,49,2,44.99
3724,1484,69,3,14.99
3725,1484,43,3,44.99
3726,1485,58,3,12.99
3727,1485,10,2,149.99
3728,1486,38,2,18.99
3729,1486,24,3,149.99
3730,1486,46,2,27.99
3731,1487,8,3,249.99
3732,1488,46,1,27.99
3733,1488,40,2,49.99
3734,1488,61,3,139.99
3735,1489,4,3,24.99
3736,1489,29,2,64.99
3737,1490,7,2,27.99
3738,1491,9,3,299.99
3739,1492,31,3,9.99
3740,1492,6,2,79.99
3741,1492,34,2,19.99
3742,1492,44,3,34.99
3743,1493,26,3,159.99
3744,1493,59,3,9.99
3745,1493,55,2,16.99
3746,1494,67,1,12.99
3747,1495,3,3,49.99
3748,1495,67,2,12.99
3749,1495,59,1,9.99
3750,1495,27,2,17.99
3751,1496,49,3,44.99
3752,1496,11,1,34.99
3753,1496,35,3,12.99
3754,1497,53,3,22.99
3755,1498,48,3,17.99
3756,1499,2,3,39.99
3757,1500,37,3,22.99
3758,1500,45,3,39.99
3759,1501,34,2,19.99
3760,1501,60,3,179.99
3761,1502,59,2,9.99
3762,1502,30,3,44.99
3763,1503,12,2,22.99
3764,1504,11,2,34.99
3765,1505,61,2,139.99
3766,1505,35,1,12.99
3767,1506,16,1,24.99
3768,1506,26,1,159.99
3769,1507,33,3,13.99
3770,1507,57,2,39.99
3771,1507,27,1,17.99
3772,1508,14,2,99.99
3773,1508,22,2,89.99
3774,1508,20,1,21.99
3775,1509,32,3,14.99
3776,1509,29,3,64.99
3777,1509,46,3,27.99
3778,1510,34,3,19.99
3779,1510,1,3,129.99
3780,1510,54,1,79.99
3781,1510,47,2,14.99
3782,1511,11,3,34.99
3783,1511,56,2,15.99
3784,1511,60,3,179.99
3785,1511,16,1,24.99
3786,1512,46,3,27.99
3787,1513,63,3,17.99
3788,1514,3,1,49.99
3789,1514,22,3,89.99
3790,1514,46,1,27.99
3791,1515,6,1,79.99
3792,1515,53,1,22.99
3793,1515,60,2,179.99
3794,1516,63,3,17.99
3795,1516,45,2,39.99
3796,1516,6,2,79.99
3797,1516,53,3,22.99
3798,1517,11,1,34.99
3799,1517,9,3,299.99
3800,1518,17,3,36.99
3801,1518,21,2,84.99
3802,1519,65,2,9.99
3803,1519,14,3,99.99
3804,1520,4,1,24.99
3805,1520,54,2,79.99
3806,1520,28,3,89.99
3807,1521,55,2,16.99
3808,1521,31,2,9.99
3809,1521,11,1,34.99
3810,1521,57,2,39.99
3811,1522,59,2,9.99
3812,1522,29,1,64.99
3813,1522,23,2,22.99
3814,1523,48,3,17.99
3815,1523,53,3,22.99
3816,1524,30,1,44.99
3817,1524,11,2,34.99
3818,1525,56,3,15.99
3819,1525,60,3,179.99
3820,1526,64,3,21.99
3821,1527,10,2,149.99
3822,1527,54,3,79.99
3823,1528,11,3,34.99
3824,1529,28,3,89.99
3825,1530,23,1,22.99
3826,1531,26,2,159.99
3827,1531,7,1,27.99
3828,1531,39,1,39.99
3829,1531,39,1,39.99
3830,1532,34,2,19.99
3831,1532,35,3,12.99
3832,1532,9,2,299.99
3833,1532,65,1,9.99
3834,1533,66,3,34.99
3835,1533,40,1,49.99
3836,1533,22,3,89.99
3837,1533,52,3,24.99
3838,1534,22,1,89.99
3839,1534,23,3,22.99
3840,1535,69,1,14.99
3841,1535,56,2,15.99
3842,1535,23,3,22.99
3843,1535,63,2,17.99
3844,1536,35,1,12.99
3845,1536,37,2,22.99
3846,1536,30,2,44.99
3847,1536,29,1,64.99
3848,1537,8,2,249.99
3849,1537,14,2,99.99
3850,1537,48,1,17.99
3851,1538,38,3,18.99
3852,1538,22,1,89.99
3853,1538,62,3,9.99
3854,1539,36,3,18.99
3855,1539,20,1,21.99
3856,1539,47,1,14.99
3857,1539,19,1,69.99
3858,1540,30,2,44.99
3859,1541,40,3,49.99
3860,1541,46,3,27.99
3861,1541,27,3,17.99
3862,1542,11,2,34.99
3863,1542,2,2,39.99
3864,1542,8,2,249.99
3865,1543,58,1,12.99
3866,1543,19,3,69.99
3867,1543,44,2,34.99
3868,1544,67,1,12.99
3869,1544,49,2,44.99
3870,1544,42,2,24.99
3871,1544,2,1,39.99
3872,1545,12,3,22.99
3873,1546,57,2,39.99
3874,1546,56,3,15.99
3875,1546,68,3,54.99
3876,1547,63,2,17.99
3877,1547,35,2,12.99
3878,1547,15,2,29.99
3879,1548,22,1,89.99
3880,1549,12,1,22.99
3881,1549,11,3,34.99
3882,1549,36,1,18.99
3883,1549,22,1,89.99
3884,1550,15,3,29.99
3885,1550,22,2,89.99
3886,1551,32,3,14.99
3887,1551,2,1,39.99
3888,1551,16,3,24.99
3889,1552,48,2,17.99
3890,1552,45,1,39.99
3891,1552,11,1,34.99
3892,1553,9,1,299.99
3893,1554,4,1,24.99
3894,1554,4,1,24.99
3895,1555,63,2,17.99
3896,1555,15,3,29.99
3897,1555,62,3,9.99
3898,1556,55,2,16.99
3899,1557,42,1,24.99
3900,1557,18,2,26.99
3901,1558,25,2,16.99
3902,1558,9,1,299.99
3903,1559,3,1,49.99
3904,1559,7,3,27.99
3905,1559,22,2,89.99
3906,1559,6,1,79.99
3907,1560,23,2,22.99
3908,1561,20,2,21.99
3909,1561,15,1,29.99
3910,1562,58,2,12.99
3911,1562,64,1,21.99
3912,1562,66,1,34.99
3913,1563,9,1,299.99
3914,1563,63,3,17.99
3915,1564,13,1,139.99
3916,1565,65,1,9.99
3917,1565,20,2,21.99
3918,1565,4,1,24.99
3919,1565,20,1,21.99
3920,1566,14,3,99.99
3921,1566,34,3,19.99
3922,1566,32,1,14.99
3923,1567,4,2,24.99
3924,1567,29,2,64.99
3925,1567,34,3,19.99
3926,1568,18,1,26.99
3927,1568,42,1,24.99
3928,1569,42,1,24.99
3929,1569,10,1,149.99
3930,1569,26,2,159.99
3931,1569,48,2,17.99
3932,1570,30,3,44.99
3933,1570,49,1,44.99
3934,1571,69,3,14.99
3935,1571,68,3,54.99
3936,1571,45,2,39.99
3937,1571,25,2,16.99
3938,1572,62,1,9.99
3939,1573,30,1,44.99
3940,1573,11,3,34.99
3941,1574,27,3,17.99
3942,1575,2,2,39.99
3943,1575,9,3,299.99
3944,1575,8,2,249.99
3945,1575,66,2,34.99
3946,1576,46,2,27.99
3947,1576,21,2,84.99
3948,1576,50,1,39.99
3949,1576,68,3,54.99
3950,1577,3,1,49.99
3951,1578,29,2,64.99
3952,1579,10,2,149.99
3953,1579,60,3,179.99
3954,1579,11,3,34.99
3955,1580,25,1,16.99
3956,1581,68,1,54.99
3957,1581,7,2,27.99
3958,1581,63,1,17.99
3959,1581,23,1,22.99
3960,1582,14,1,99.99
3961,1582,51,3,32.99
3962,1582,12,1,22.99
3963,1583,58,1,12.99
3964,1583,11,3,34.99
3965,1584,51,2,32.99
3966,1584,48,1,17.99
3967,1585,25,1,16.99
3968,1586,18,2,26.99
3969,1586,34,1,19.99
3970,1586,55,3,16.99
3971,1587,27,3,17.99
3972,1588,18,3,26.99
3973,1588,21,1,84.99
3974,1588,22,2,89.99
3975,1588,14,3,99.99
3976,1589,14,3,99.99
3977,1589,63,3,17.99
3978,1589,26,2,159.99
3979,1590,25,1,16.99
3980,1590,22,1,89.99
3981,1590,43,1,44.99
3982,1590,5,3,89.99
3983,1591,45,3,39.99
3984,1592,59,2,9.99
3985,1592,38,2,18.99
3986,1593,29,3,64.99
3987,1593,64,1,21.99
3988,1593,53,2,22.99
3989,1593,5,3,89.99
3990,1594,1,2,129.99
3991,1595,61,3,139.99
3992,1595,25,2,16.99
3993,1595,63,2,17.99
3994,1595,7,2,27.99
3995,1596,47,1,14.99
3996,1596,48,3,17.99
3997,1597,66,1,34.99
3998,1597,11,3,34.99
3999,1597,14,3,99.99
4000,1597,19,1,69.99
4001,1598,32,1,14.99
4002,1598,47,3,14.99
4003,1599,67,3,12.99
4004,1599,13,2,139.99
4005,1599,53,2,22.99
4006,1599,60,1,179.99
4007,1600,65,3,9.99
4008,1600,34,3,19.99
4009,1600,65,1,9.99
4010,1601,45,3,39.99
4011,1601,68,3,54.99
4012,1602,53,1,22.99
4013,1603,42,1,24.99
4014,1603,31,1,9.99
4015,1604,63,3,17.99
4016,1604,9,1,299.99
4017,1604,3,2,49.99
4018,1604,49,2,44.99
4019,1605,42,1,24.99
4020,1605,9,1,299.99
4021,1606,36,2,18.99
4022,1607,26,2,159.99
4023,1607,26,2,159.99
4024,1607,45,1,39.99
4025,1607,6,3,79.99
4026,1608,41,1,17.99
4027,1608,52,2,24.99
4028,1608,61,1,139.99
4029,1608,3,3,49.99
4030,1609,69,3,14.99
4031,1609,47,2,14.99
4032,1609,54,1,79.99
4033,1610,21,3,84.99
4034,1610,26,1,159.99
4035,1610,33,2,13.99
4036,1610,44,3,34.99
4037,1611,19,2,69.99
4038,1611,33,3,13.99
4039,1611,39,3,39.99
4040,1611,32,3,14.99
4041,1612,8,2,249.99
4042,1612,25,1,16.99
4043,1612,48,3,17.99
4044,1612,59,1,9.99
4045,1613,63,2,17.99
4046,1613,24,3,149.99
4047,1613,10,1,149.99
4048,1614,33,3,13.99
4049,1615,40,1,49.99
4050,1615,41,1,17.99
4051,1615,68,2,54.99
4052,1616,41,1,17.99
4053,1616,46,1,27.99
4054,1616,24,2,149.99
4055,1617,50,2,39.99
4056,1617,1,1,129.99
4057,1618,11,1,34.99
4058,1619,68,3,54.99
4059,1619,50,3,39.99
4060,1620,28,1,89.99
4061,1620,64,2,21.99
4062,1620,69,1,14.99
4063,1620,45,1,39.99
4064,1621,26,3,159.99
4065,1621,21,2,84.99
4066,1622,36,3,18.99
4067,1622,57,2,39.99
4068,1622,8,3,249.99
4069,1622,39,3,39.99
4070,1623,58,3,12.99
4071,1623,42,2,24.99
4072,1623,53,1,22.99
4073,1623,5,2,89.99
4074,1624,26,2,159.99
4075,1624,32,3,14.99
4076,1625,52,1,24.99
4077,1625,3,2,49.99
4078,1626,63,3,17.99
4079,1626,54,3,79.99
4080,1626,35,1,12.99
4081,1626,45,2,39.99
4082,1627,10,2,149.99
4083,1627,18,1,26.99
4084,1627,44,1,34.99
4085,1627,52,3,24.99
4086,1628,54,3,79.99
4087,1628,43,3,44.99
4088,1629,31,2,9.99
4089,1629,45,1,39.99
4090,1629,28,3,89.99
4091,1629,50,1,39.99
4092,1630,46,2,27.99
4093,1630,2,3,39.99
4094,1630,40,1,49.99
4095,1630,53,2,22.99
4096,1631,49,2,44.99
4097,1631,27,2,17.99
4098,1631,57,3,39.99
4099,1632,41,2,17.99
4100,1632,19,2,69.99
4101,1632,50,1,39.99
4102,1632,22,1,89.99
4103,1633,3,2,49.99
4104,1633,25,1,16.99
4105,1633,35,2,12.99
4106,1634,66,2,34.99
4107,1634,59,1,9.99
4108,1635,22,2,89.99
4109,1635,2,1,39.99
4110,1635,41,3,17.99
4111,1636,64,1,21.99
4112,1636,1,2,129.99
4113,1636,61,2,139.99
4114,1636,45,1,39.99
4115,1637,3,2,49.99
4116,1638,16,3,24.99
4117,1638,60,2,179.99
4118,1638,31,2,9.99
4119,1639,65,3,9.99
4120,1639,27,2,17.99
4121,1639,64,2,21.99
4122,1640,54,2,79.99
4123,1641,60,3,179.99
4124,1642,43,3,44.99
4125,1642,23,1,22.99
4126,1642,45,3,39.99
4127,1643,6,3,79.99
4128,1644,34,2,19.99
4129,1644,46,2,27.99
4130,1645,43,3,44.99
4131,1645,21,1,84.99
4132,1645,15,3,29.99
4133,1646,22,2,89.99
4134,1647,63,2,17.99
4135,1647,6,1,79.99
4136,1647,28,3,89.99
4137,1648,14,3,99.99
4138,1648,27,3,17.99
4139,1649,16,1,24.99
4140,1649,13,2,139.99
4141,1649,24,2,149.99
4142,1650,15,3,29.99
4143,1650,62,3,9.99
4144,1651,20,1,21.99
4145,1651,5,3,89.99
4146,1651,58,3,12.99
4147,1652,54,3,79.99
4148,1652,18,1,26.99
4149,1653,2,1,39.99
4150,1653,17,1,36.99
4151,1654,44,2,34.99
4152,1655,36,2,18.99
4153,1655,22,3,89.99
4154,1655,26,1,159.99
4155,1656,13,2,139.99
4156,1656,18,2,26.99
4157,1656,8,3,249.99
4158,1656,48,1,17.99
4159,1657,13,2,139.99
4160,1658,43,2,44.99
4161,1658,28,2,89.99
4162,1658,2,1,39.99
4163,1658,68,1,54.99
4164,1659,19,2,69.99
4165,1659,54,1,79.99
4166,1659,21,2,84.99
4167,1659,56,2,15.99
4168,1660,27,2,17.99
4169,1660,64,2,21.99
4170,1661,35,2,12.99
4171,1661,42,3,24.99
4172,1662,25,3,16.99
4173,1662,22,2,89.99
4174,1663,14,3,99.99
4175,1664,20,2,21.99
4176,1664,26,2,159.99
4177,1664,27,2,17.99
4178,1664,7,1,27.99
4179,1665,33,3,13.99
4180,1665,21,1,84.99
4181,1665,29,1,64.99
